codigo,abreviación,nombre,codigo
JRH0,IEEE,Aerospace and Electronic Systems Society
JRH0,IAF,International Astronautical Federation
ENG01,IEEE,Aerospace and Electronic Systems Society
ENG01,IAF,International Astronautical Federation
